,decoder,video,time,num_frames,num_threads,codec
102,tv_pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.020976309664547443,75,4,original
103,openCV,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.017703699879348278,75,4,original
104,torchaudio,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.01188021618872881,75,4,original
105,decord_cpu,RATRACE_wave_f_nm_np1_fr_goo_37,0.03194803837686777,73,4,original
106,tv_newAPI,RATRACE_wave_f_nm_np1_fr_goo_37,0.022529941983520985,73,4,original
107,pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.024183551780879498,73,4,original
108,tv_vr,RATRACE_wave_f_nm_np1_fr_goo_37,0.019931013695895672,73,4,original
109,tv_pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.04622344672679901,73,4,original
110,openCV,RATRACE_wave_f_nm_np1_fr_goo_37,0.02570848260074854,73,4,original
111,torchaudio,RATRACE_wave_f_nm_np1_fr_goo_37,0.018490474671125412,73,4,original
112,decord_cpu,WUzgd7C1pWA,0.08971195761114359,327,8,original
113,tv_newAPI,WUzgd7C1pWA,0.04790092259645462,327,8,original
114,pyav,WUzgd7C1pWA,0.18475430458784103,327,8,original
115,tv_vr,WUzgd7C1pWA,0.16533574182540178,327,8,original
116,tv_pyav,WUzgd7C1pWA,0.23210579715669155,327,8,original
117,openCV,WUzgd7C1pWA,0.04675085749477148,327,8,original
118,torchaudio,WUzgd7C1pWA,0.14906970970332623,327,8,original
119,decord_cpu,TrumanShow_wave_f_nm_np1_fr_med_26,0.022228985093533993,49,8,original
120,tv_newAPI,TrumanShow_wave_f_nm_np1_fr_med_26,0.010570540092885494,49,8,original
121,pyav,TrumanShow_wave_f_nm_np1_fr_med_26,0.014209686778485775,49,8,original
122,tv_vr,TrumanShow_wave_f_nm_np1_fr_med_26,0.011465543881058693,49,8,original
123,tv_pyav,TrumanShow_wave_f_nm_np1_fr_med_26,0.03347018547356129,49,8,original
124,openCV,TrumanShow_wave_f_nm_np1_fr_med_26,0.015402641147375107,49,8,original
125,torchaudio,TrumanShow_wave_f_nm_np1_fr_med_26,0.010193283669650555,49,8,original
126,decord_cpu,v_SoccerJuggling_g24_c01,0.06027500983327627,251,8,original
127,tv_newAPI,v_SoccerJuggling_g24_c01,0.024544306099414825,251,8,original
