,decoder,video,time,num_frames,num_threads,codec
120,decord_cpu,SOX5yA1l24A,0.08462078738957643,332,8,original
121,tv_newAPI,SOX5yA1l24A,0.04674330912530422,332,8,original
122,pyav,SOX5yA1l24A,0.154728745482862,332,8,original
123,tv_vr,SOX5yA1l24A,0.1368656886741519,332,8,original
124,tv_pyav,SOX5yA1l24A,0.2001339016482234,332,8,original
125,openCV,SOX5yA1l24A,0.036580401845276354,332,8,original
126,decord_cpu,v_SoccerJuggling_g23_c01,0.05891763642430305,240,8,original
127,tv_newAPI,v_SoccerJuggling_g23_c01,0.023570018447935583,240,8,original
128,pyav,v_SoccerJuggling_g23_c01,0.053077325224876404,240,8,original
129,tv_vr,v_SoccerJuggling_g23_c01,0.034920402057468894,240,8,original
130,tv_pyav,v_SoccerJuggling_g23_c01,0.06809522155672312,240,8,original
131,openCV,v_SoccerJuggling_g23_c01,0.02545087318867445,240,8,original
132,decord_cpu,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.023485921137034894,75,8,original
133,tv_newAPI,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.011914097145199776,75,8,original
134,pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.01776019632816315,75,8,original
135,tv_vr,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.012767521291971206,75,8,original
136,tv_pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.02724545691162348,75,8,original
137,openCV,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.017572796531021596,75,8,original
138,decord_cpu,RATRACE_wave_f_nm_np1_fr_goo_37,0.03706391658633947,73,8,original
139,tv_newAPI,RATRACE_wave_f_nm_np1_fr_goo_37,0.01669611781835556,73,8,original
140,pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.024050001241266727,73,8,original
141,tv_vr,RATRACE_wave_f_nm_np1_fr_goo_37,0.019887515902519227,73,8,original
142,tv_pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.035139227472245696,73,8,original
143,openCV,RATRACE_wave_f_nm_np1_fr_goo_37,0.025217638164758683,73,8,original
144,decord_cpu,v_SoccerJuggling_g23_c01,0.05967634059488773,240,1,h264
145,tv_newAPI,v_SoccerJuggling_g23_c01,0.06466111950576306,240,1,h264
146,pyav,v_SoccerJuggling_g23_c01,0.0825662100687623,240,1,h264
147,tv_vr,v_SoccerJuggling_g23_c01,0.07981055360287428,240,1,h264
148,tv_pyav,v_SoccerJuggling_g23_c01,0.0804579483345151,240,1,h264
149,openCV,v_SoccerJuggling_g23_c01,0.024418546445667745,240,1,h264
150,decord_cpu,WUzgd7C1pWA,0.08675904441624879,327,1,h264
151,tv_newAPI,WUzgd7C1pWA,0.14830733835697174,327,1,h264
152,pyav,WUzgd7C1pWA,0.1790784504264593,327,1,h264
153,tv_vr,WUzgd7C1pWA,0.15415655076503754,327,1,h264
154,tv_pyav,WUzgd7C1pWA,0.1435314778238535,327,1,h264
155,openCV,WUzgd7C1pWA,0.05660403482615948,327,1,h264
156,decord_cpu,RATRACE_wave_f_nm_np1_fr_goo_37,0.023540613241493702,72,1,h264
157,tv_newAPI,RATRACE_wave_f_nm_np1_fr_goo_37,0.041008678078651425,72,1,h264
158,pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.0456090847030282,72,1,h264
159,tv_vr,RATRACE_wave_f_nm_np1_fr_goo_37,0.042595557495951654,72,1,h264
160,tv_pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.04818229135125875,72,1,h264
161,openCV,RATRACE_wave_f_nm_np1_fr_goo_37,0.016747898422181606,72,1,h264
162,decord_cpu,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.017415007390081883,74,1,h264
163,tv_newAPI,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.02286261599510908,74,1,h264
164,pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.027763415686786176,74,1,h264
165,tv_vr,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.023554219119250774,74,1,h264
166,tv_pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.02955075241625309,74,1,h264
167,openCV,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.011718063801527023,74,1,h264
168,decord_cpu,R6llTwEh07w,0.08553545158356428,303,1,h264
169,tv_newAPI,R6llTwEh07w,0.14935360495001077,303,1,h264
170,pyav,R6llTwEh07w,0.17825441770255565,303,1,h264
171,tv_vr,R6llTwEh07w,0.15494246743619441,303,1,h264
172,tv_pyav,R6llTwEh07w,0.13505085613578557,303,1,h264
173,openCV,R6llTwEh07w,0.049543562717735766,303,1,h264
174,decord_cpu,v_SoccerJuggling_g24_c01,0.046400198712944984,251,1,h264
175,tv_newAPI,v_SoccerJuggling_g24_c01,0.056156902387738225,251,1,h264
176,pyav,v_SoccerJuggling_g24_c01,0.07441561780869961,251,1,h264
177,tv_vr,v_SoccerJuggling_g24_c01,0.05727357883006334,251,1,h264
178,tv_pyav,v_SoccerJuggling_g24_c01,0.07282610479742288,251,1,h264
179,openCV,v_SoccerJuggling_g24_c01,0.02602372318506241,251,1,h264
180,decord_cpu,SOX5yA1l24A,0.08959961272776126,332,1,h264
181,tv_newAPI,SOX5yA1l24A,0.12780480217188597,332,1,h264
182,pyav,SOX5yA1l24A,0.1599745277315378,332,1,h264
183,tv_vr,SOX5yA1l24A,0.13561694528907536,332,1,h264
184,tv_pyav,SOX5yA1l24A,0.14125081207603216,332,1,h264
185,openCV,SOX5yA1l24A,0.04306821972131729,332,1,h264
186,decord_cpu,TrumanShow_wave_f_nm_np1_fr_med_26,0.017739219404757024,48,1,h264
187,tv_newAPI,TrumanShow_wave_f_nm_np1_fr_med_26,0.020768644846975805,48,1,h264
188,pyav,TrumanShow_wave_f_nm_np1_fr_med_26,0.023693766817450522,48,1,h264
189,tv_vr,TrumanShow_wave_f_nm_np1_fr_med_26,0.021685767732560635,48,1,h264
190,tv_pyav,TrumanShow_wave_f_nm_np1_fr_med_26,0.026830621622502805,48,1,h264
191,openCV,TrumanShow_wave_f_nm_np1_fr_med_26,0.010493692010641098,48,1,h264
192,decord_cpu,v_SoccerJuggling_g23_c01,0.06468818020075559,240,4,h264
193,tv_newAPI,v_SoccerJuggling_g23_c01,0.03189020846039057,240,4,h264
194,pyav,v_SoccerJuggling_g23_c01,0.08664704393595457,240,4,h264
195,tv_vr,v_SoccerJuggling_g23_c01,0.06572047155350447,240,4,h264
196,tv_pyav,v_SoccerJuggling_g23_c01,0.07963977362960577,240,4,h264
197,openCV,v_SoccerJuggling_g23_c01,0.025501491874456404,240,4,h264
198,decord_cpu,WUzgd7C1pWA,0.08880654107779265,327,4,h264
199,tv_newAPI,WUzgd7C1pWA,0.0624768802896142,327,4,h264
200,pyav,WUzgd7C1pWA,0.14717723932117224,327,4,h264
201,tv_vr,WUzgd7C1pWA,0.1628856910392642,327,4,h264
202,tv_pyav,WUzgd7C1pWA,0.14768802132457495,327,4,h264
203,openCV,WUzgd7C1pWA,0.05786175206303597,327,4,h264
204,decord_cpu,RATRACE_wave_f_nm_np1_fr_goo_37,0.023831815645098686,72,4,h264
205,tv_newAPI,RATRACE_wave_f_nm_np1_fr_goo_37,0.020922989584505558,72,4,h264
206,pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.04133692793548107,72,4,h264
207,tv_vr,RATRACE_wave_f_nm_np1_fr_goo_37,0.04124027993530035,72,4,h264
208,tv_pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.04830837696790695,72,4,h264
209,openCV,RATRACE_wave_f_nm_np1_fr_goo_37,0.017027029767632484,72,4,h264
210,decord_cpu,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.015362612903118134,74,4,h264
211,tv_newAPI,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.013593204505741596,74,4,h264
212,pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.02457985281944275,74,4,h264
213,tv_vr,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.022867270931601524,74,4,h264
214,tv_pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.02932407669723034,74,4,h264
215,openCV,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.01161081474274397,74,4,h264
216,decord_cpu,R6llTwEh07w,0.08366113305091857,303,4,h264
217,tv_newAPI,R6llTwEh07w,0.06164567545056343,303,4,h264
218,pyav,R6llTwEh07w,0.1366432264447212,303,4,h264
219,tv_vr,R6llTwEh07w,0.162099776789546,303,4,h264
220,tv_pyav,R6llTwEh07w,0.13488304447382687,303,4,h264
221,openCV,R6llTwEh07w,0.04827420264482498,303,4,h264
222,decord_cpu,v_SoccerJuggling_g24_c01,0.045355969667434694,251,4,h264
223,tv_newAPI,v_SoccerJuggling_g24_c01,0.033720006607472895,251,4,h264
224,pyav,v_SoccerJuggling_g24_c01,0.07876842636615038,251,4,h264
