,loader,video,time,num_frames,lib_version
78,decord,R6llTwEh07w.mp4,0.10008927760645747,303,1
79,decord,v_SoccerJuggling_g23_c01.avi,0.06302428015042097,240,1
80,decord,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.11321076902095228,73,1
81,decord,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.05956194379832595,49,1
82,decord,SOX5yA1l24A.mp4,0.1051638632081449,332,1
83,decord,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.07815628731623292,75,1
84,decord,WUzgd7C1pWA.mp4,0.1026762112043798,327,1
85,decord,v_SoccerJuggling_g24_c01.avi,0.06345425825566053,251,1
86,decord,R6llTwEh07w.mp4,0.10000025930348784,303,1
87,decord,v_SoccerJuggling_g23_c01.avi,0.0645157729042694,240,1
88,decord,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.13714684371370822,73,1
89,decord,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.06924296498764307,49,1
90,decord,SOX5yA1l24A.mp4,0.10571018289774656,332,1
91,decord,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.07939136454369873,75,1
92,decord,WUzgd7C1pWA.mp4,0.1041308801388368,327,1
93,decord,v_SoccerJuggling_g24_c01.avi,0.06231152061372995,251,1
94,decord,R6llTwEh07w.mp4,0.10001876808237284,303,1
95,decord,v_SoccerJuggling_g23_c01.avi,0.061683285306207834,240,1
96,decord,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.11237901039421558,73,1
97,decord,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.0591794973006472,49,1
98,decord,SOX5yA1l24A.mp4,0.10830229809507727,332,1
99,decord,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.07870767039712519,75,1
100,decord,WUzgd7C1pWA.mp4,0.10627904694993048,327,1
101,decord,v_SoccerJuggling_g24_c01.avi,0.06575847580097616,251,1
102,decord,R6llTwEh07w.mp4,0.09917261865921319,303,1
103,decord,v_SoccerJuggling_g23_c01.avi,0.06456927191466093,240,1
104,decord,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.1110067147994414,73,1
105,decord,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.059455015184357765,49,1
106,decord,SOX5yA1l24A.mp4,0.10853672958910465,332,1
107,decord,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.07633063080720603,75,1
108,decord,WUzgd7C1pWA.mp4,0.10754455199930817,327,1
109,decord,v_SoccerJuggling_g24_c01.avi,0.06744184424169361,251,1
110,decord,R6llTwEh07w.mp4,0.09989183261059224,303,1
111,decord,v_SoccerJuggling_g23_c01.avi,0.06386872685980052,240,1
112,decord,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.11116984735708683,73,1
113,decord,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.06039790939539671,49,1
114,decord,SOX5yA1l24A.mp4,0.10394173909444362,332,1
115,decord,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.07709274087101221,75,1
116,decord,WUzgd7C1pWA.mp4,0.10784124711062759,327,1
117,decord,v_SoccerJuggling_g24_c01.avi,0.06593818059191107,251,1
118,decord,R6llTwEh07w.mp4,0.099372570309788,303,1
119,decord,v_SoccerJuggling_g23_c01.avi,0.0628638096852228,240,1
120,decord,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.1107825507875532,73,1
121,decord,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.05965367795433849,49,1
122,decord,SOX5yA1l24A.mp4,0.10946599044837058,332,1
123,decord,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.0775779324118048,75,1
124,decord,WUzgd7C1pWA.mp4,0.10509463734924793,327,1
125,decord,v_SoccerJuggling_g24_c01.avi,0.06340314419940114,251,1
126,decord,R6llTwEh07w.mp4,0.10241555185057223,303,1
127,decord,v_SoccerJuggling_g23_c01.avi,0.0647944143973291,240,1
128,decord,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.11124578134622425,73,1
129,decord,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.058203168050386014,49,1
130,decord,SOX5yA1l24A.mp4,0.1073122400091961,332,1
131,decord,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.07702753669582307,75,1
132,decord,WUzgd7C1pWA.mp4,0.10583910548593849,327,1
133,decord,v_SoccerJuggling_g24_c01.avi,0.06611181076150388,251,1
134,decord,R6llTwEh07w.mp4,0.09838437954895199,303,1
135,decord,v_SoccerJuggling_g23_c01.avi,0.06192823611199856,240,1
136,decord,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.11383402314968408,73,1
137,decord,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.05991994740907103,49,1
138,decord,SOX5yA1l24A.mp4,0.10637477673590183,332,1
139,decord,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.0781692510470748,75,1
140,decord,WUzgd7C1pWA.mp4,0.10760338669642806,327,1
141,decord,v_SoccerJuggling_g24_c01.avi,0.06658843175973743,251,1
142,decord,R6llTwEh07w.mp4,0.09959899338427931,303,1
143,decord,v_SoccerJuggling_g23_c01.avi,0.06757023839745671,240,1
144,decord,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.11328896903432906,73,1
145,decord,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.05807114846538752,49,1
146,decord,SOX5yA1l24A.mp4,0.10626279443968087,332,1
147,decord,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.07798243786673993,75,1
148,decord,WUzgd7C1pWA.mp4,0.1091621684608981,327,1
149,decord,v_SoccerJuggling_g24_c01.avi,0.0658975689439103,251,1
150,decord,R6llTwEh07w.mp4,0.10092339359689503,303,1
151,decord,v_SoccerJuggling_g23_c01.avi,0.0641149057308212,240,1
152,decord,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.11260506289545447,73,1
153,decord,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.060161966294981536,49,1
154,decord,SOX5yA1l24A.mp4,0.10798065068665892,332,1
155,decord,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.07733037881553173,75,1
156,decord,WUzgd7C1pWA.mp4,0.10598408631049097,327,1
157,decord,v_SoccerJuggling_g24_c01.avi,0.096020912588574,251,1
158,decord,R6llTwEh07w.mp4,0.09804569340776652,303,1
159,decord,v_SoccerJuggling_g23_c01.avi,0.06606593220494687,240,1
