,decoder,video,time,num_frames,lib_version
0,tv_newAPI,v_SoccerJuggling_g23_c01.avi,0.0034479029709473252,240,0.12.0a0+4bf6086
1,tv_newAPI,SOX5yA1l24A.mp4,0.019186003250069916,332,0.12.0a0+4bf6086
2,tv_newAPI,R6llTwEh07w.mp4,0.09342955600004643,303,0.12.0a0+4bf6086
3,tv_newAPI,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.013246076181530952,72,0.12.0a0+4bf6086
4,tv_newAPI,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.0049717448418959975,48,0.12.0a0+4bf6086
5,tv_newAPI,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.008745997678488493,74,0.12.0a0+4bf6086
6,tv_newAPI,v_SoccerJuggling_g24_c01.avi,0.003125580493360758,251,0.12.0a0+4bf6086
7,tv_newAPI,WUzgd7C1pWA.mp4,0.10297605523373932,327,0.12.0a0+4bf6086
8,tv_newAPI,v_SoccerJuggling_g23_c01.avi,0.0028939363546669483,240,0.12.0a0+4bf6086
9,tv_newAPI,SOX5yA1l24A.mp4,0.02130602370016277,332,0.12.0a0+4bf6086
10,tv_newAPI,R6llTwEh07w.mp4,0.09583502449095249,303,0.12.0a0+4bf6086
11,tv_newAPI,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.014969927491620183,72,0.12.0a0+4bf6086
12,tv_newAPI,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.0053271944634616375,48,0.12.0a0+4bf6086
13,tv_newAPI,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.009438517969101667,74,0.12.0a0+4bf6086
14,tv_newAPI,v_SoccerJuggling_g24_c01.avi,0.003207149333320558,251,0.12.0a0+4bf6086
15,tv_newAPI,WUzgd7C1pWA.mp4,0.0997359937755391,327,0.12.0a0+4bf6086
16,tv_newAPI,v_SoccerJuggling_g23_c01.avi,0.002730814041569829,240,0.12.0a0+4bf6086
17,tv_newAPI,SOX5yA1l24A.mp4,0.019453023676760495,332,0.12.0a0+4bf6086
18,tv_newAPI,R6llTwEh07w.mp4,0.09214987664017826,303,0.12.0a0+4bf6086
19,tv_newAPI,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.013191726291552186,72,0.12.0a0+4bf6086
20,tv_newAPI,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.005045160767622292,48,0.12.0a0+4bf6086
21,tv_newAPI,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.009894361952319741,74,0.12.0a0+4bf6086
22,tv_newAPI,v_SoccerJuggling_g24_c01.avi,0.0031474389834329486,251,0.12.0a0+4bf6086
23,tv_newAPI,WUzgd7C1pWA.mp4,0.09930113423615694,327,0.12.0a0+4bf6086
24,tv_newAPI,v_SoccerJuggling_g23_c01.avi,0.0026722814654931426,240,0.12.0a0+4bf6086
25,tv_newAPI,SOX5yA1l24A.mp4,0.019036351004615426,332,0.12.0a0+4bf6086
26,tv_newAPI,R6llTwEh07w.mp4,0.09090504318010062,303,0.12.0a0+4bf6086
27,tv_newAPI,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.013271068455651402,72,0.12.0a0+4bf6086
28,tv_newAPI,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.005082280491478741,48,0.12.0a0+4bf6086
29,tv_newAPI,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.008829610189422965,74,0.12.0a0+4bf6086
30,tv_newAPI,v_SoccerJuggling_g24_c01.avi,0.0031808821950107813,251,0.12.0a0+4bf6086
31,tv_newAPI,WUzgd7C1pWA.mp4,0.11865305504761636,327,0.12.0a0+4bf6086
