,loader,video,time
158,pyav_notorgb,SOX5yA1l24A.mp4,0.12618724330095574
159,tv_pyav,SOX5yA1l24A.mp4,0.2755613008979708
160,tv_vr,SOX5yA1l24A.mp4,0.26432525729760525
161,decord,SOX5yA1l24A.mp4,0.10668088300153614
162,CV2,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.0509256312972866
163,pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.026448018196970225
164,pyav_notorgb,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.010857233201386407
165,tv_pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.03176462600240484
166,tv_vr,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.031813281599897894
167,decord,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.07674919689889066
168,CV2,WUzgd7C1pWA.mp4,0.0783332357998006
169,pyav,WUzgd7C1pWA.mp4,0.2634126688994002
170,pyav_notorgb,WUzgd7C1pWA.mp4,0.16315791700035334
171,tv_pyav,WUzgd7C1pWA.mp4,0.30571214319788853
172,tv_vr,WUzgd7C1pWA.mp4,0.3013382678967901
173,decord,WUzgd7C1pWA.mp4,0.10833625390077942
174,CV2,v_SoccerJuggling_g24_c01.avi,0.0690175193012692
175,pyav,v_SoccerJuggling_g24_c01.avi,0.07242440509726293
176,pyav_notorgb,v_SoccerJuggling_g24_c01.avi,0.025841575697995722
177,tv_pyav,v_SoccerJuggling_g24_c01.avi,0.08802491200040094
178,tv_vr,v_SoccerJuggling_g24_c01.avi,0.0921532740991097
179,decord,v_SoccerJuggling_g24_c01.avi,0.06324453239794821
180,CV2,R6llTwEh07w.mp4,0.07565148010035046
181,pyav,R6llTwEh07w.mp4,0.2365689673984889
182,pyav_notorgb,R6llTwEh07w.mp4,0.15698644650401547
183,tv_pyav,R6llTwEh07w.mp4,0.2819883549003862
184,tv_vr,R6llTwEh07w.mp4,0.27809358590166083
185,decord,R6llTwEh07w.mp4,0.09169452560017817
186,CV2,v_SoccerJuggling_g23_c01.avi,0.06064434589934535
187,pyav,v_SoccerJuggling_g23_c01.avi,0.08435289100161754
188,pyav_notorgb,v_SoccerJuggling_g23_c01.avi,0.034583487798226994
189,tv_pyav,v_SoccerJuggling_g23_c01.avi,0.09911770980106667
190,tv_vr,v_SoccerJuggling_g23_c01.avi,0.10043512629927136
191,decord,v_SoccerJuggling_g23_c01.avi,0.06173384489957243
192,CV2,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.07128728209645488
193,pyav,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.037106805201619866
194,pyav_notorgb,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.017605793400434777
195,tv_pyav,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.04395482369582169
196,tv_vr,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.043010374798905106
197,decord,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.11216538420412689
198,CV2,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.04842981349793263
199,pyav,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.021658589097205548
200,pyav_notorgb,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.009750815096776933
201,tv_pyav,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.02702225400134921
202,tv_vr,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.02684277930529788
203,decord,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.05790651809656992
204,CV2,SOX5yA1l24A.mp4,0.07656789519824088
205,pyav,SOX5yA1l24A.mp4,0.2277073419012595
206,pyav_notorgb,SOX5yA1l24A.mp4,0.12552409239578993
207,tv_pyav,SOX5yA1l24A.mp4,0.2695780084992293
208,tv_vr,SOX5yA1l24A.mp4,0.2596994112012908
209,decord,SOX5yA1l24A.mp4,0.10905842669890262
210,CV2,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.049178108002524826
211,pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.024856746604200453
212,pyav_notorgb,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.0096240867045708
213,tv_pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.029159872798481958
214,tv_vr,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.029728365904884414
215,decord,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.07407577789854258
216,CV2,WUzgd7C1pWA.mp4,0.07612189109786413
217,pyav,WUzgd7C1pWA.mp4,0.26500482140108944
218,pyav_notorgb,WUzgd7C1pWA.mp4,0.1727776003011968
219,tv_pyav,WUzgd7C1pWA.mp4,0.3014151991985273
220,tv_vr,WUzgd7C1pWA.mp4,0.29073366010561585
221,decord,WUzgd7C1pWA.mp4,0.11172955210204236
222,CV2,v_SoccerJuggling_g24_c01.avi,0.06712985609774477
223,pyav,v_SoccerJuggling_g24_c01.avi,0.07918403020012192
224,pyav_notorgb,v_SoccerJuggling_g24_c01.avi,0.028560884098988028
225,tv_pyav,v_SoccerJuggling_g24_c01.avi,0.08491791079868563
226,tv_vr,v_SoccerJuggling_g24_c01.avi,0.08458959249546752
227,decord,v_SoccerJuggling_g24_c01.avi,0.06305479719885625
228,CV2,R6llTwEh07w.mp4,0.07245770310400985
229,pyav,R6llTwEh07w.mp4,0.23545860069571062
230,pyav_notorgb,R6llTwEh07w.mp4,0.15856842609937302
231,tv_pyav,R6llTwEh07w.mp4,0.2722514912951738
232,tv_vr,R6llTwEh07w.mp4,0.27439289999892935
233,decord,R6llTwEh07w.mp4,0.10119180459878407
234,CV2,v_SoccerJuggling_g23_c01.avi,0.06442454329808242
235,pyav,v_SoccerJuggling_g23_c01.avi,0.07506941470201127
236,pyav_notorgb,v_SoccerJuggling_g23_c01.avi,0.03236653860076331
237,tv_pyav,v_SoccerJuggling_g23_c01.avi,0.09597453000023962
238,tv_vr,v_SoccerJuggling_g23_c01.avi,0.09365690030390397
239,decord,v_SoccerJuggling_g23_c01.avi,0.06549592179944738
240,CV2,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.06719862350146286
241,pyav,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.036715219996403904
242,pyav_notorgb,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.015726823802106084
243,tv_pyav,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.039947230002144354
244,tv_vr,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.039841348200570795
245,decord,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.11291269789799116
246,CV2,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.05019504530355334
247,pyav,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.020942034100880847
248,pyav_notorgb,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.008808496000710875
249,tv_pyav,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.025545381795382127
250,tv_vr,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.02593744279583916
251,decord,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.05926035199663602
252,CV2,SOX5yA1l24A.mp4,0.07672382480232046
253,pyav,SOX5yA1l24A.mp4,0.23024245899869128
254,pyav_notorgb,SOX5yA1l24A.mp4,0.14128054800094106
255,tv_pyav,SOX5yA1l24A.mp4,0.27152307770447803
256,tv_vr,SOX5yA1l24A.mp4,0.25960513559984977
257,decord,SOX5yA1l24A.mp4,0.10816050210269168
258,CV2,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.0545850477006752
259,pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.027562825399218126
260,pyav_notorgb,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.010855630500009284
261,tv_pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.032464345695916566
262,tv_vr,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.03211548000108451
263,decord,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.07953230930143036
264,CV2,WUzgd7C1pWA.mp4,0.07750608010101132
265,pyav,WUzgd7C1pWA.mp4,0.24631295919534751
266,pyav_notorgb,WUzgd7C1pWA.mp4,0.1610945121035911
267,tv_pyav,WUzgd7C1pWA.mp4,0.301795722800307
268,tv_vr,WUzgd7C1pWA.mp4,0.31471865189960224
269,decord,WUzgd7C1pWA.mp4,0.10774021550314501
270,CV2,v_SoccerJuggling_g24_c01.avi,0.062478654598817226
271,pyav,v_SoccerJuggling_g24_c01.avi,0.08042419959674589
272,pyav_notorgb,v_SoccerJuggling_g24_c01.avi,0.029445403499994426
273,tv_pyav,v_SoccerJuggling_g24_c01.avi,0.09047866300097666
274,tv_vr,v_SoccerJuggling_g24_c01.avi,0.08701035149861128
275,decord,v_SoccerJuggling_g24_c01.avi,0.06836632589693181
276,CV2,R6llTwEh07w.mp4,0.07307370939524845
277,pyav,R6llTwEh07w.mp4,0.25826784619712273
278,pyav_notorgb,R6llTwEh07w.mp4,0.16325614110101014
279,tv_pyav,R6llTwEh07w.mp4,0.301559065800393
280,tv_vr,R6llTwEh07w.mp4,0.3024160076980479
281,decord,R6llTwEh07w.mp4,0.10635896759922617
282,CV2,v_SoccerJuggling_g23_c01.avi,0.062360601895488796
283,pyav,v_SoccerJuggling_g23_c01.avi,0.08021148139960133
284,pyav_notorgb,v_SoccerJuggling_g23_c01.avi,0.03542302559944801
285,tv_pyav,v_SoccerJuggling_g23_c01.avi,0.10022546690306626
286,tv_vr,v_SoccerJuggling_g23_c01.avi,0.09900685930042527
287,decord,v_SoccerJuggling_g23_c01.avi,0.06718035390367731
288,CV2,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.06465120639768429
289,pyav,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.039796477399067956
290,pyav_notorgb,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.017598113499116153
291,tv_pyav,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.04483429550309666
292,tv_vr,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.04363944180076942
293,decord,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.1104071358044166
294,CV2,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.044856058101868254
295,pyav,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.023209511197637766
296,pyav_notorgb,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.009966800495749339
297,tv_pyav,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.026926098502008243
298,tv_vr,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.026977834600256757
299,decord,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.05882878609700128
300,CV2,SOX5yA1l24A.mp4,0.08225049690227024
301,pyav,SOX5yA1l24A.mp4,0.22301629340508952
302,pyav_notorgb,SOX5yA1l24A.mp4,0.13077956790220924
303,tv_pyav,SOX5yA1l24A.mp4,0.25981467819656245
304,tv_vr,SOX5yA1l24A.mp4,0.26153185319853944
305,decord,SOX5yA1l24A.mp4,0.10572414000052958
306,CV2,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.050807923299726096
307,pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.02709493400179781
308,pyav_notorgb,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.011453335400437937
309,tv_pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.033785964001435784
310,tv_vr,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.0340531092020683
311,decord,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.0777165497012902
312,CV2,WUzgd7C1pWA.mp4,0.07443969149608165
313,pyav,WUzgd7C1pWA.mp4,0.27218461550073697
314,pyav_notorgb,WUzgd7C1pWA.mp4,0.18121759030036627
315,tv_pyav,WUzgd7C1pWA.mp4,0.31327424170449375
316,tv_vr,WUzgd7C1pWA.mp4,0.2967258113028947
317,decord,WUzgd7C1pWA.mp4,0.10828612900222652
318,CV2,v_SoccerJuggling_g24_c01.avi,0.06377377219614573
319,pyav,v_SoccerJuggling_g24_c01.avi,0.07822884230408818
320,pyav_notorgb,v_SoccerJuggling_g24_c01.avi,0.03116708470042795
321,tv_pyav,v_SoccerJuggling_g24_c01.avi,0.10030132930260152
322,tv_vr,v_SoccerJuggling_g24_c01.avi,0.09892481910064817
323,decord,v_SoccerJuggling_g24_c01.avi,0.06577991470112465
324,CV2,R6llTwEh07w.mp4,0.07433507420355454
325,pyav,R6llTwEh07w.mp4,0.2609744883957319
326,pyav_notorgb,R6llTwEh07w.mp4,0.1624258872005157
327,tv_pyav,R6llTwEh07w.mp4,0.308214917202713
328,tv_vr,R6llTwEh07w.mp4,0.3112798454007134
329,decord,R6llTwEh07w.mp4,0.1072940005979035
330,CV2,v_SoccerJuggling_g23_c01.avi,0.06612940970226192
331,pyav,v_SoccerJuggling_g23_c01.avi,0.08224052480072715
332,pyav_notorgb,v_SoccerJuggling_g23_c01.avi,0.03226922079920769
333,tv_pyav,v_SoccerJuggling_g23_c01.avi,0.09681193639989942
334,tv_vr,v_SoccerJuggling_g23_c01.avi,0.10263710190192796
335,decord,v_SoccerJuggling_g23_c01.avi,0.06954503470333293
336,CV2,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.06767446249723434
